variant,accuracy,macro_f1,balanced_accuracy,mel_recall,bcc_recall,akiec_recall,mel_as_nv,needs_review_rate,high_confidence_error_count,critical_miss_count,mean_confidence
no_tta,0.8672654690618763,0.7742594809796263,0.7638349937590536,0.5267857142857143,0.9215686274509804,0.84375,42,0.0658682634730539,98,62,0.939175546169281
tta_hflip_vflip,0.872255489021956,0.7830793155744894,0.7795962013717558,0.5267857142857143,0.9607843137254902,0.84375,41,0.06986027944111776,91,60,0.9363685846328735
